SiteCode,SiteName,Latitude,Longitude,LocalAuthorityID,SiteClassification,HeadHeight,ToRoad,SiteLocationType,Indoor,SitePhotoURL,SiteDescription,SleepTime,BatteryStatus,BatteryPercentage,SignalStrength,SensorsHealthStatus,OverallStatus,DeviceCode,StartDate,EndDate,LastCommunication,InputPowerError,InputPowerCurrent,InputPowerVoltage,InputBatteryError,InputBatteryVoltage,ChargingStatus,SignalQuality,BatterySleepMultiplier,WeatherError,PMError,NO2Error,LatestINO2Value,LatestINO2Index,LatestINO2IndexSource,LatestIPM10Value,LatestIPM10NUMValue,LatestIPM1Value,LatestIPM1NUMValue,LatestIPM25Value,LatestIPM25Index,LatestIPM25IndexSource,LatestIPM25NUMValue,LatestRELHUMValue,LatestTEMPERATValue,SiteActive,SiteGroup,PowerTag,Enabled,OtherTags,OrganisationName,SponsorName,HourlyBulletinEnd
CLDP0102,gillette corner - hounslow,51.48319625854492,-0.3265230059623718,,Roadside,2.700000047683716,1.7000000476837158,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/26cbd29a497ef663c0340cf88597fcf8708ff90fc5e3a8367a9ce070fab85901,"Gillette Corner is a junction of importance in Hounslow as an area of significant residential and commercial development along the Great West Road, west of Brentford. The area is of interest to the local community and to the wider population as a major thoroughfare connecting Heathrow in the west to Chiswick and central London in the east, at the intersection of Syon Lane.",300.0,charging,99.0,4-excellent,OK,healthy,ATG2LNX2,2021-06-30T08:10:55.223Z,,2023-11-15T09:24:36.827Z,0,538,4.541370391845703,0,4.127220630645752,2,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Hounslow, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0103,griffin school - wandsworth,51.473960876464844,-0.1390078365802765,,Roadside,2.9000000953674316,0.6000000238418579,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/fe5d3004b139131e4f85a89e332c87bb648075e5e3878266b6c8542f2820bc5a,The Node is located on a lampost opposite the school entrance.  This has been deployed as part of the Business Low Emission Neighbourhood.,4800.0,discharging normally,90.0,4-excellent,OK,healthy,A1WBQPR3,2021-06-30T17:21:11.250Z,,2023-11-15T09:15:44.910Z,0,0,0.0,0,3.852515697479248,7,31,16,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"BLEN, Deployed, Solar300, V1, Wandsworth",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0104,brampton primary academy - bexley,51.466670989990234,0.12869440019130707,,Urban Background,3.0,50.0,School,0,,"This node has been installed to provide data on a typical school in Bexley.  It is located on  a local distributor Road, remote from major commercial or transport sources.  It is located North of the A2 East Rochester Way in an area which is very typical of the residential areas in Bexley.",300.0,charging,99.0,4-excellent,OK,healthy,A6GQYN0K,2021-06-30T17:22:05.000Z,,2023-11-15T10:29:13.840Z,0,696,4.522980213165283,0,4.163774013519287,2,22,1,0,0,0,9.0,1.0,Measurement,,,,,3.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Bexley, Deployed, Quid Pro Quo, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0105,kensington high street,51.499473571777344,-0.19769752025604248,,Roadside,4.0,0.8999999761581421,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/ea402f42860a9ef5d3c7875843a97b718c26d591368ff89a56091ec952f391bf,This Node is located in Kensington High Street where there is high pedistrian traffic and is a specific area of interest for the GLA.,300.0,charging,97.0,4-excellent,OK,healthy,AQ37XYM2,2021-07-09T11:20:09.640Z,,2023-11-15T12:08:12.813Z,0,49,4.528500556945801,0,4.046360015869141,2,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Hotspot, Kensington and Chelsea, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0106,a406 hanger lane by waverley gardens,51.533382415771484,-0.29077550768852234,,Urban Background,2.5999999046325684,6.0,,0,,This Node is located outside residential properties on the North Circular and is a specific area of interest for the GLA.,300.0,charging,97.0,4-excellent,OK,healthy,A3DT6KPG,2021-07-16T15:10:05.640Z,,2023-11-15T10:12:00.533Z,0,29,4.3523101806640625,0,4.015344619750977,2,21,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Brent, Deployed, Hotspot, Solar300, TfL, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0107,swk-bl2 : croxted road/dalkeith road,51.44573211669922,-0.09514860808849335,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/bc4951b9f8b3401b661a52c89f9444a9a62ddb60099df2b2d96a2e2b8e124863,This Node is located in a residential area to  monitor the air quality on a boundary road of L.B. Southwark and L.B. Lambeth Low Traffic Neighbourhood opposite Dalkeith Road,300.0,charging,98.0,4-excellent,OK,healthy,AY9PGKC4,2022-12-30T14:00:00.000Z,,2023-11-15T09:47:47.627Z,0,6,22.649662017822266,0,4.060469627380371,2,27,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Replacement, Solar300, Southwark, V2",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0108,swk-bl1 : croxted road / guernsey grove,51.449222564697266,-0.09917695075273514,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/f63ce3730468741926f1d34ff516ce3cd1651ea59b0fbfc85fa3b431d386c742,This Node is located in a residential area to  monitor the air quality on a boundary road of L.B. Southwark and L.B. Lambeth Low Traffic Neighbourhood opposite Guernsey Grove,300.0,charging,98.0,4-excellent,OK,healthy,A61DSG0C,2021-07-30T12:30:00.000Z,,2023-11-15T10:27:20.813Z,0,673,4.550710201263428,0,4.136082172393799,2,28,1,0,0,0,18.0,1.0,Measurement,,,,,7.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Quid Pro Quo, Solar300, Southwark, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0109,whipps cross/ a12 cambridge park road,51.57222366333008,0.018234500661492348,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/0e825ca16b2649832fe5ebd32533498d012f11ac0a475d89147b67ac9d088c43,This Node is located alongside the A12 with residential properties behind and is a specific area of interest for the GLA.,300.0,charging,99.0,4-excellent,OK,healthy,A9NGLD97,2021-07-16T15:00:51.867Z,,2023-11-15T10:53:43.140Z,0,334,5.863280296325684,0,4.169312477111816,2,31,1,0,0,0,33.0,1.0,Measurement,,,,,3.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Hotspot, Solar300, TfL, V1, Waltham Forest",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0110,a40 western avenue / old oak common lane,51.5140380859375,-0.24929149448871613,,Roadside,2.5,1.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/7eb73f71e59bd3bfdb2e27e8a7dade00f6d921bb737a3bc59aaef797887e5c9b,This Node is located alongside the A40  close to the junction with Old Oak Common Lane.  The surrounding area has multiple shops and is also a major pedestrian crossing point for both roads.  There are residential properties along the rest of this stretch of the A40  and is a specific area of interest for the GLA.,300.0,charging,96.0,4-excellent,OK,healthy,A4R67DLC,2021-07-16T15:05:52.507Z,,2023-11-15T10:23:33.353Z,0,32,4.532350063323975,0,3.9942986965179443,2,31,1,0,0,0,22.0,1.0,Measurement,,,,,2.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Ealing, Hotspot, Solar300, TfL, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0111,marylebone road / baker street,51.522308349609375,-0.1579654961824417,,Roadside,2.5,2.799999952316284,,0,,"This Node is located  at the junction of Baker Street and Marylebone Road just outside the Baker Street Underground station.  With tourist attractions, businesses and the University of Westmnster  close by there is significant foot fall at this crossing point/exiting the station and is a specific area of interest for the GLA.",300.0,charging,98.0,4-excellent,OK,healthy,AGW3DV5P,2021-07-16T15:09:54.287Z,,2023-11-15T11:13:52.397Z,0,806,4.5200700759887695,0,4.151589393615723,2,31,1,0,0,0,9.0,1.0,Measurement,,,,,8.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Hotspot, Solar300, TfL, V1, Westminster",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0112,byward street / great tower street,51.50968933105469,-0.07989025115966797,,Roadside,2.5999999046325684,1.059999942779541,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/98e8e87f7276dee95a68646af4b82d32cdaf39a1720451c1af9ed49bafe097d0,This Node is located alongside Byward Street close to the junction with Great Tower Street.  The surrounding area has many businesses and this area has significant footfall.  The immdiate area has a number of retail and food outlets and is a specific area of interest for the GLA.,1200.0,charging,93.0,4-excellent,OK,healthy,AKXYN3CW,2021-07-16T15:12:05.717Z,,2023-11-15T11:36:11.127Z,0,52,4.516540050506592,0,3.913438081741333,2,31,4,0,0,0,31.0,1.0,Measurement,,,,,5.0,1.0,Measurement,,,,1,GLA,Solar,Y,"City of London, Deployed, Hotspot, Solar300, TfL, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0113,hogarth roundabout - great west road chiswick,51.486629486083984,-0.25255149602890015,,Roadside,2.5999999046325684,2.200000047683716,,0,,"This Node is located alongside the A4  at Hogarth Roundabout.  It is located on the south side outside residential properties and a pub , and is at a pedestrian crossing point for the roads.   This part of the A4  is a specific area of interest for the GLA",300.0,charging,97.0,4-excellent,OK,healthy,AZNVQGSZ,2021-07-16T15:07:23.947Z,,2023-11-15T09:56:34.597Z,0,101,4.545030117034912,0,4.0474677085876465,2,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Hotspot, Hounslow, Solar300, TfL, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0114,martin primary school-playground,51.595008850097656,-0.1688162237405777,,Urban Background,2.299999952316284,28.0,School,0,,"This Node is located within the front playground at Martin Primary School, East Finchley, N2 9JP close to the A1000/High Road. The A1000/High Road is a well-known source of air pollution due to traffic, and runs along the western boundary of the playground. This monitor will provide information on the potential level of exposure to air pollution for those using the playground (children, parents, and school staff), as well as the potential air quality impacts of the new A1000 cycle lane.",300.0,charging,99.0,4-excellent,OK,healthy,AJV35PYC,2021-07-21T09:24:09.543Z,,2023-11-15T11:23:32.323Z,0,280,5.706780433654785,0,4.174850940704346,2,21,1,0,0,0,11.0,1.0,Measurement,,,,,0.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Barnet, Deployed, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0115,peareswood primary school - bexley,51.475486755371094,0.1818699985742569,,Roadside,4.0,2.5,School,0,,This Node has been installed in Bexley’s “Focus Area” immediately outside a local Primary School.  The sensor lies 56m to the East of the A206.  The location is intended to be analogous to air pollution concentrations in the primary school playground.,300.0,charging,98.0,4-excellent,OK,healthy,AXR7TGKK,2021-07-23T11:26:00.883Z,,2023-11-15T09:43:46.827Z,0,45,4.520450115203857,0,4.076267242431641,2,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Bexley, Deployed, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0116,chrisp street market - tower hamlets,51.512542724609375,-0.013947016559541225,,Roadside,2.509999990463257,0.8500000238418579,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/acfe9bf6ef116e213e9a3b8ab09c5fab93a92edf2fc002ed3e7978b119daac81,"Chrisp street has been chosen as location for one of the Breathe London Network nodes, because Chrisp market is one of the key areas of the Tower Hamlets Business Low Emissions Neighbourhood (BLEN). The BLEN aims to address environmental and air quality issues, which is of the utmost importance for BID businesses. Around the Chrisp market area, an electric cargo bike will be implemented for businesses.",1200.0,charging,89.0,4-excellent,OK,healthy,AYYD87P4,2021-07-23T12:28:39.590Z,,2023-11-15T09:38:29.937Z,0,0,4.284200191497803,0,3.83036208152771,2,31,4,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"BLEN, Deployed, Solar300, Tower Hamlets, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0117,blackhorse lane & forest  -waltham forest,51.58732986450195,-0.040321752429008484,,Urban Background,3.0,5.400000095367432,,0,,,300.0,charging,98.0,4-excellent,OK,healthy,AL19S6YZ,2021-07-30T14:20:11.300Z,,2023-11-15T11:36:36.767Z,0,920,4.537230491638184,0,4.151589393615723,2,31,1,0,0,0,24.0,1.0,Measurement,,,,,5.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Solar300, V1, Waltham Forest",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0118,church lane -waltham forest,51.568443298339844,0.009454154409468174,,Roadside,2.700000047683716,0.800000011920929,,0,,,1200.0,charging,87.0,4-excellent,OK,healthy,ALQ2MZ40,2021-07-30T14:20:11.300Z,,2023-11-15T11:24:28.577Z,0,30,4.304270267486572,0,3.8093159198760986,2,30,4,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"BLEN, Deployed, Solar300, V1, Waltham Forest",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0119,366 north end road - h&f,51.48123550415039,-0.19929300248622894,,Roadside,3.0,0.30000001192092896,,0,,,1200.0,charging,94.0,4-excellent,OK,healthy,AHPXP1JB,2021-07-23T07:34:39.563Z,,2023-11-15T11:15:58.880Z,0,602,4.545970439910889,0,3.9699296951293945,2,31,1,0,0,0,12.0,1.0,Measurement,,,,,6.0,1.0,Measurement,,,,1,GLA,Solar,Y,"BLEN, Deployed, Hammersmith and Fulham, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0120,313-321 north end road -h&f,51.48541259765625,-0.20248499512672424,,Roadside,3.0,0.30000001192092896,,0,,,300.0,charging,98.0,4-excellent,OK,healthy,AS8C020M,2021-07-23T08:04:24.237Z,,2023-11-15T09:20:32.213Z,0,29,4.504310131072998,0,4.053005695343018,2,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Hammersmith and Fulham, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0121,redbridge ley street blen,51.56972885131836,0.0836748480796814,,Roadside,2.700000047683716,0.5,,0,,"This Node is located within Redbridge's Business Low Emission Neighbourhood on Ley Street opposite the transport depot and is just north of Seven King's Primary School.

Originally located on the west side of LeyStreet , about 60m north of this location, it was moved to the east side to give a better location for the solar panel operation.",,charging,99.0,4-excellent,,healthy,A6GQYPB5,2021-07-20T09:10:02.543Z,,2023-11-15T10:29:51.403Z,0,743,4.535440444946289,0,4.179281711578369,2,31,1,0,0,0,16.0,1.0,Measurement,,,,,5.0,1.0,Measurement,,,,1,GLA,Solar,Y,"BLEN, Deployed, Redbridge, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0122,middlesex street estate,51.51587677001953,-0.07649900019168854,,Urban Background,2.0,35.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/af9805ff046a879651703934f11e11c121f0ea729740986a43348dbee85455d0,"This Node is in the middle of the Middlesex Street Estate, a Corporation of London housing estate comprising approximately 280 residential flats. 
Residents are of all ages, from newborns to centenarians and some have lived on the estate for around 40 years. The flats are built around and overlook a Podium; windows facing the podium are opened to provide ventilation to the flats. Within a short walk, the Estate is surrounded by major roads including Bishopsgate, Hounditch, Commercial Street and Aldgate High Street.
Residents said that they are very interested to monitor the air quality 'as they are breathing the local air 24/7. This is in contrast to City workers who typically are in the area up to 8 hours a day and up to five days a week and many of them spend most of that time in air conditioned offices.’",1200.0,charging,91.0,4-excellent,OK,healthy,A30RL2YP,2021-08-04T08:51:24.460Z,,2023-11-15T10:06:50.637Z,0,0,4.31620979309082,0,3.8647000789642334,2,31,4,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"City of London, Deployed, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0123,bedford hill - wandsworth,51.444454193115234,-0.1507532149553299,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/ebedd25970d523213d15272f20f456fbdd19ea6ca9c0c5a8126bc14a6089914b,"This Node was deployed on Bedford Hill, a location chosen by the Wandsworth Environment Forum.",300.0,charging,95.0,4-excellent,OK,healthy,ASYGC6ST,2021-08-17T14:19:58.600Z,,2023-11-15T09:19:20.863Z,0,447,4.524439811706543,0,3.928945541381836,2,29,4,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Solar300, V1, Wandsworth",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0124,"george street, richmond",51.461055755615234,-0.304014652967453,,Roadside,2.5999999046325684,0.699999988079071,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/81cb81fa2d8571e4dce8ccdd47dddf27d5728fb56d41eca8086684cfd84680f7,"Richmond is probably considered the main town centre for the London Borough of Richmond upon Thames and, despite many actions to reduce pollution, records the highest levels of NO2 in the borough. The vibrant George Street, is part of the main shopping area where shoppers and workers may spend several hours outside. This is the first of many Breathe London Nodes to be installed in the borough to try and give everyone an idea of levels of pollutant in real time.",300.0,charging,93.0,4-excellent,OK,healthy,ANTLJ53X,2021-08-31T15:26:07.493Z,,2023-11-15T12:02:03.550Z,0,32,4.504310131072998,0,3.9090073108673096,2,27,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Richmond upon Thames, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0125,silvertown tunnel access corridor  - silvertown way,51.5140495300293,0.009119999594986439,,Roadside,3.0,1.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/f6d4388f72d10874b5083512d13fb363edab95024648a7842a585acaf43abaeb,"This Node has been placed close to a masterplan redevelopment area with high density residential development near to completion on each side of the access road (Silvertown Way).  
A residential street canyon is forming on the northern approach road to the Silvertown Tunnel (which is currently under construction, due for completion in 2023). Once the tunnel is open, the traffic volume and the risk of exposure to poor air quality for new residents will increase. The monitor could report on pre and post construction air quality concentrations to feed into the decision making for any mitigation requirements.",300.0,charging,98.0,4-excellent,OK,healthy,APZDLCWL,2021-09-09T14:10:40.517Z,,2023-11-15T12:04:29.210Z,0,218,4.510190486907959,0,4.180389404296875,2,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Newham, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0126,poverest allotments,51.385276794433594,0.10000000149011612,,Urban Background,1.5,107.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/5b5b1b6baea46e280c4ae34a20a8cac40f258a9d123903bb1915d73b4027bc60,"This is one of nine Nodes  deployed at locations which are expected to have low pollution levels but which are representative of large areas  around them.  This provides balance across the network with many other Nodes being at higher pollution locations.

Poverest Allotments  kindly agreed to host this Node on their site.  This location not only represents the pollution levels at the allotments, with over 100 members spending considerable time there, but also represents the residents around and those using Poverest park and recreation ground.",300.0,charging,99.0,4-excellent,OK,healthy,A3ZKYBXJ,2021-09-06T11:00:00.000Z,,2023-11-15T10:15:08.437Z,0,706,4.531070232391357,0,4.179281711578369,2,21,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Bromley, Coldspot, Deployed, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0127,"wembley high road, cafe quarter",51.55361557006836,-0.2909820079803467,,Roadside,2.4000000953674316,0.3700000047683716,,0,https://upload-service-uploads-prd.s3.amazonaws.com/4a7e999b-c179-4aff-b055-e06d9cd6ab4c.jpg,"The Node was located in the Cafe Quarter along Wembley High Road (between Park Lane and Cecil Avenue) because the area is earmarked for some public realm improvement over the next couple of years. It is also one of the more polluted high streets in the borough so assessing any change here, and measuring particulate matter, will be beneficial.",4800.0,charging,23.0,4-excellent,OK,healthy,ANXNLK37,2023-03-13T18:00:00.000Z,,2023-11-15T11:51:35.250Z,0,6,20.466163635253906,0,3.4086086750030518,2,31,16,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Brent, Deployed, Replacement, Solar300, V2",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0128,"carlton vale road, kilburn park school",51.5326042175293,-0.19963300228118896,,Roadside,2.4000000953674316,2.799999952316284,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/5d2288af30a7dc135de5817480da699c418b2eaf7741d4284ea61839a82caadf,"The Node is located outside Kilburn Park School, on the opposite side of the road to avoid the trees immeidately outside the school which would block the light to the solar panel.  There is no monitoring along this road at present (nor in the nearby area) and along this road are two schools and a public playground so it is a good location for measuring exposure at several receptors.",300.0,charging,98.0,4-excellent,OK,healthy,AYQD3N97,2021-09-02T11:00:00.000Z,,2023-11-15T09:54:01.220Z,0,182,4.553770065307617,0,4.071836471557617,2,30,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Brent, Deployed, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0129,ampthill square estate,51.531307220458984,-0.1377144455909729,,Roadside,3.5,3.3499999046325684,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/7a8d7f62b344e83f4ce787649f2ecc9f546b94bfb2bb167cedac5ce3cf8e3679,"The Node is located between residential flats and the HS2 route, beside a small residents car park. The sensor was installed here because of local residential concerns raised with Camden Council regarding the HS2 demolition and construction works ongoing in the area.",4800.0,charging,90.0,4-excellent,OK,healthy,AH77XTQF,2021-08-24T10:04:44.050Z,,2023-11-15T10:18:55.860Z,0,31,4.316299915313721,0,3.8491926193237305,2,31,16,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Camden, Deployed, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0130,cat hill allotments,51.64500045776367,-0.15879499912261963,,Roadside,2.4000000953674316,0.6000000238418579,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/1a0d1ede7f1bba0564dc4339c28a05003a42d188865d90ac36c914f33fff46e8,"This is one of nine Nodes deployed at locations which are expected to have low pollution levels but which are representative of large areas  around them.  This provides balance across the network with many other Nodes being at higher pollution locations.

East Barnet Allotments and Gardens Association kindly agreed to host this Node on their site at Cat Hill Allotments  .  This location not only represents the pollution levels at the 9 acre allotments where many residents spend their time but also represents the residential addresses  around and several near by schools; Dane Grove Primary , East Barnet School and the Hellenic School of High Barnet.",300.0,charging,99.0,4-excellent,OK,healthy,AV332V37,2021-09-04T10:22:12.173Z,,2023-11-15T09:26:26.407Z,0,240,4.5224199295043945,0,4.079590320587158,2,25,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,N,"Barnet, Coldspot, Deployed, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0131,all saints,51.41785430908203,-0.1871269941329956,,Urban Background,2.5999999046325684,3.0,School,0,https://upload-service-uploads-prd.s3.amazonaws.com/7671369c-e97c-4048-bb08-8078a7d0a417.jpg,This Node is installed within the play ground of All Saints' C of E Primary School on Victoria Road in Merton as part of their schools AQ monitoring program.,300.0,charging,98.0,4-excellent,OK,healthy,AY4JNFF7,2023-09-26T13:00:00.000Z,,2023-11-15T09:49:04.690Z,0,10,22.108736038208008,0,4.088175296783447,2,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Merton, Replacement, Solar300, V2",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0132,carshalton boys sports college - north,51.37862014770508,-0.1766899973154068,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/98dd3171ba8a535584f1470fc7930fd362e4c50bf74f3541cd8febd04679a5f4,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,charging,98.0,4-excellent,OK,healthy,AS7M2WNZ,2021-09-10T09:39:41.627Z,,2023-11-15T09:22:23.653Z,0,47,4.516490459442139,0,4.080698013305664,2,30,1,0,0,0,,,,,,,,,,,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, Phase 2, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Nov 15 2023 11:00AM
CLDP0133,bandon hill primary and sherwood hill - carshalton,51.356971740722656,-0.15721000730991364,,Roadside,2.5,1.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/22d5a82130deeae00852495c4603a1b104d83dc9fa1e0d44b8a6eccc5d8971b8,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,charging,99.0,4-excellent,OK,healthy,AS9SXGRD,2021-09-10T09:00:18.310Z,,2023-11-15T09:18:35.147Z,0,238,4.5543599128723145,0,4.079590320587158,2,26,1,0,0,0,,,,,,,,,,,,,,1,SLP-Kingston,Solar,Y,"Deployed, Phase 2, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Nov 15 2023 11:00AM
CLDP0134,robin hood juniors - sutton,51.36526870727539,-0.19641999900341034,,Roadside,,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/ef7926abcfd2b7562e1f58619737931fe4b7f11553971983f9d6ec0cc793aee4,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,charging,99.0,4-excellent,OK,healthy,AX3083FB,2021-09-10T10:10:23.213Z,,2023-11-15T09:35:58.910Z,0,289,4.51494026184082,0,4.090667247772217,2,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Kingston,Solar,Y,"Deployed, Phase 2, Solar300, South London Partnership, Sutton, V1",South London Partnership,South London Partnership,Nov 15 2023 11:00AM
CLDP0135,carshalton boys sports college - south,51.3779296875,-0.17428000271320343,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/402ba36da0a4bfbfa522bd3c981d841dcd1a551582ba90ac8a34ab08d47cba41,"This Node is sponsored by the South London Partnership, a partnership of South London Boroughs including Croydon, Kingston, Merton, Richmond, and Sutton.
This Node has been located alongside a Vivacity traffic intelligence unit to relate changes in traffic to air quality.",300.0,charging,99.0,4-excellent,OK,healthy,AB0LX8JC,2022-09-13T14:09:44.747Z,,2023-11-15T10:58:42.260Z,0,512,4.5414204597473145,0,4.193681240081787,2,28,1,0,0,0,12.0,1.0,Measurement,,,,,6.0,1.0,Measurement,,,,1,SLP-Kingston,Solar,Y,"Deployed, Kingston upon Thames, Phase 2, Replacement, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Nov 15 2023 11:00AM
