SiteCode,SiteName,Latitude,Longitude,LocalAuthorityID,SiteClassification,HeadHeight,ToRoad,SiteLocationType,Indoor,SitePhotoURL,SiteDescription,SleepTime,BatteryStatus,BatteryPercentage,SignalStrength,SensorsHealthStatus,OverallStatus,DeviceCode,StartDate,EndDate,LastCommunication,InputPowerError,InputPowerCurrent,InputPowerVoltage,InputBatteryError,InputBatteryVoltage,ChargingStatus,SignalQuality,BatterySleepMultiplier,WeatherError,PMError,NO2Error,LatestINO2Value,LatestINO2Index,LatestINO2IndexSource,LatestIPM10Value,LatestIPM10NUMValue,LatestIPM1Value,LatestIPM1NUMValue,LatestIPM25Value,LatestIPM25Index,LatestIPM25IndexSource,LatestIPM25NUMValue,LatestRELHUMValue,LatestTEMPERATValue,SiteActive,SiteGroup,PowerTag,Enabled,OtherTags,OrganisationName,SponsorName,HourlyBulletinEnd
CLDP0001,royal london university hospital,51.518775939941406,-0.059463899582624435,,Urban Background,2.4000000953674316,30.0,Hospital,0,https://api.breathelondon.org/assets/images/CLDP0001.jpg,"The Royal London Hospital is home to one of the largest children’s hospitals in the UK with one of London's busiest paediatric accident and emergency departments.

It is also home to London’s Air Ambulance service and one of the capital's leading trauma and emergency care centres and hyper-acute stroke centres.

The Breathe London Node is located near the entrance to A&E to assess the exposure of visitors, patients and staff at the hospital.",1200.0,charging,87.0,4-excellent,OK,healthy,A7Y9WHYD,2021-01-22T08:59:25.167Z,,2023-11-15T10:31:51.293Z,0,0,0.0,0,3.814854383468628,7,31,4,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, GLA, Solar300, Tower Hamlets, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0002,north middlesex university hospital,51.61304473876953,-0.07539220154285431,,Roadside,2.0999999046325684,4.800000190734863,Hospital,0,https://api.breathelondon.org/assets/images/CLDP0002.jpg,"North Middlesex University Hospital has been serving the community for over a century. The first hospital buildings on the present site were built in 1909.

The hospital has expanded and modernised over the years, improving the medical, surgical, stroke and children’s services including a brand new maternity and neonatal unit. The new maternity unit is equipped with with state-of-the-art facilities and is among the best NHS maternity units in the country.

The Breathe London Node is located by the front entrance and serves to assess the exposure of visitors, patients and staff at the hospital.",1.0,fully charged,99.0,4-excellent,OK,healthy,ABZ4Z89V,2021-10-08T12:01:00.000Z,,2023-11-15T11:00:35.377Z,0,115,5.193080425262451,0,4.1449432373046875,4,31,1,0,0,0,,,,,,,,6.0,1.0,Measurement,,,,1,GLA,Mains,Y,"Deployed, GLA, Haringey, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0003,newham university hospital,51.52320861816406,0.03394399955868721,,Urban Background,2.700000047683716,7.0,Hospital,0,https://api.breathelondon.org/assets/images/CLDP0003.jpg,"Newham University Hospital serves one of the most diverse populations in England. The hospital cares for more than 500 patients in its A&E department every day and is home to one of the largest maternity units in the UK with more than 6,000 births each year.

The hospital's state-of-the-art Rainbow Centre is geared up to meet the needs of its young patients and their families in a child-friendly environment. 

The Breathe London Node is located on a flag pole by the entrance to the A&E department where patients are picked up and dropped off.",300.0,charging,99.0,4-excellent,OK,healthy,ABZPKJ6Y,2021-01-22T09:10:00.553Z,,2023-11-15T11:00:15.200Z,0,69,6.080660343170166,0,4.159343242645264,4,31,1,0,0,0,,,,,,,,1.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, GLA, Newham, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0004,whipps cross hospital,51.57942581176758,0.001091000041924417,,Urban Background,3.4000000953674316,15.0,Hospital,0,https://api.breathelondon.org/assets/images/CLDP0004.jpg,"Whipps Cross Hospital has a strong reputation as a centre of excellence for various specialist services, including urology, ENT, audiology, cardiology, colorectal surgery, cancer care and acute stroke care.

Thanks to £6.7m in funding from Barts Charity, the hospital is making a series of improvements to its Maternity and Neonatal services to improve the environment and prepare for an increase in birth rates in its local population. This will include a dedicated clinical research hub for women's services.

The Breathe London Node is located by the main entrance near the car park to assess exposure for staff, patients and visitors.",300.0,charging,98.0,4-excellent,OK,healthy,AVG1P63Y,2021-01-22T09:14:14.387Z,,2023-11-15T09:27:23.043Z,0,34,4.5283403396606445,0,4.0685133934021,2,30,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, GLA, Solar300, V1, Waltham Forest",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0005,charing cross hospital,51.48735046386719,-0.22156000137329102,,Urban Background,3.5,12.0,Hospital,0,https://api.breathelondon.org/assets/images/CLDP0005.jpg,"Charing Cross Hospital provides a range of acute and specialist services, a 24/7 accident and emergency department and hosts the hyper acute stroke unit for the region.

It is also a growing hub for integrated care in partnership with local GPs and community providers.

The Breathe London Node is located on a wall near the entrance on Fulham Palace Road.",1.0,fully charged,98.0,4-excellent,OK,healthy,A640BNCD,2021-01-23T10:11:51.853Z,,2023-11-15T10:30:27.487Z,0,71,5.196919918060303,0,4.084021091461182,4,25,1,0,0,0,,,,,,,,3.0,1.0,Measurement,,,,1,GLA,Mains,Y,"Deployed, GLA, Hammersmith and Fulham, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0006,royal marsden hospital,51.490806579589844,-0.17327700555324554,,Roadside,1.7999999523162842,3.200000047683716,Hospital,0,https://api.breathelondon.org/assets/images/CLDP0006.jpg,"The Royal Marsden Hospital opened in 1851 as the world’s first hospital dedicated to cancer diagnosis, treatment, research and education.

Today it operates as a specialist cancer hospital and National Institute for Health Research (NIHR) Biomedical Research Centre for Cancer, working closely with its principal academic partner, the Institute of Cancer Research (ICR).

The Breathe London Node is located on railings near the main entrance on the Fulham Road.",1.0,fully charged,99.0,4-excellent,OK,healthy,AGH6P1GM,2021-06-09T18:29:26.000Z,,2023-11-15T11:17:56.720Z,0,95,5.188810348510742,0,4.110605239868164,4,26,1,0,0,0,,,,,,,,5.0,1.0,Measurement,,,,1,GLA,Mains,N,"Deployed, GLA, Kensington and Chelsea, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0007,royal free hospital,51.55366134643555,-0.16644823551177979,,Roadside,3.0,2.0,Hospital,0,https://api.breathelondon.org/assets/images/CLDP0007.jpg,"Established in 1828 by William Marsden, the Royal Free's founding principle was that they would take in anyone who needed treatment – the first hospital in London to do so and the only London hospital to stay open during the 19th-century cholera epidemics.

In the 21st century, the hospital continues to lead improvements in healthcare and is proud to have some of the best clinical outcomes in the country.

The Breathe London Node is located in the busy pick-up and drop-off area by the entrance assessing exposure of staff, visitors and patients.",1200.0,charging,90.0,4-excellent,OK,healthy,A3TY3Q03,2021-01-28T23:07:38.843Z,,2023-11-15T10:05:57.203Z,0,0,4.344150543212891,0,3.851408004760742,2,25,4,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Camden, Deployed, GLA, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0008,great ormond street hospital,51.521881103515625,-0.12046917527914047,,Roadside,3.200000047683716,5.0,Hospital,0,https://api.breathelondon.org/assets/images/CLDP0008.jpg,"Great Ormond Street Hospital is an international centre of excellence in child healthcare. It's mission is to put the ‘child first and always’.

Since its formation in 1852, the hospital has been dedicated to children’s healthcare and to finding new and better ways to treat childhood illnesses.

The Breathe London Node is located by the main entrance which receives 237,908 outpatient visits and 43,218 inpatient visits every year.",1.0,fully charged,99.0,4-excellent,OK,healthy,A8THQR6Z,2021-01-28T22:58:33.337Z,,2023-11-15T10:39:55.190Z,0,95,5.177040100097656,0,4.128328323364258,4,30,1,0,0,0,20.0,1.0,Measurement,,,,,6.0,1.0,Measurement,,,,1,GLA,Mains,Y,"Camden, Deployed, GLA, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0009,st thomas' hospital,51.500064849853516,-0.11880327761173248,,Urban Background,2.5999999046325684,80.0,Hospital,0,https://api.breathelondon.org/assets/images/CLDP0009.jpg,"Guy's and St Thomas' is one of the busiest and most successful NHS foundation trusts in the country.

The hospital provides a full range of hospital and community services for people in Lambeth, Southwark and Lewisham, as well as specialist care for patients from further afield including cancer, renal, orthopaedic and cardiovascular services.

The Breathe London Node is located on a pole by the main entrance off Westminster Bridge.",1200.0,charging,92.0,4-excellent,OK,healthy,AFM334TS,2021-01-28T23:10:36.443Z,,2023-11-15T10:56:47.980Z,0,48,4.508480548858643,0,3.882422924041748,2,31,4,0,0,0,14.0,1.0,Measurement,,,,,0.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, GLA, Lambeth, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0010,new cross (reference co-location),51.474952697753906,-0.03964100033044815,,Urban Background,2.5999999046325684,5.0,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0010.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,98.0,4-excellent,OK,healthy,AL1GYP52,2021-02-10T11:03:42.350Z,,2023-11-15T11:39:24.487Z,0,99,5.201030254364014,0,4.076267242431641,4,31,1,0,0,0,22.0,1.0,Measurement,,,,,5.0,1.0,Measurement,,,,1,GLA,Mains,Y,"Deployed, Lewisham, Long Term Issue, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0011,westhorne avenue (reference co-location),51.456356048583984,0.04072500020265579,,Urban Background,2.5999999046325684,12.0,,0,https://api.breathelondon.org/assets/images/CLDP0011.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,99.0,4-excellent,OK,healthy,ANMQY861,2021-02-10T11:11:30.580Z,,2023-11-15T12:01:01.997Z,0,105,5.213050365447998,0,4.1449432373046875,4,29,1,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,N,"Deployed, Greenwich, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0012,broadway theatre lewisham,51.44565963745117,-0.020366700366139412,,Urban Background,3.700000047683716,39.0,,0,https://api.breathelondon.org/assets/images/CLDP0012.jpg,"At the end of November 2021 the reference monitoring site housed within the Broadway Theatre, which had been running since 1996,  had to be removed due to extensive long term refurbishment of the theatre.  Since no other closeby location could be found for the reference monitoring, it was moved just round the corner to Laurence House, and this Breathe London Node installed on the wall opposite the original inlet.  This will help continue the valuable long term data set from this location.",1.0,fully charged,99.0,4-excellent,OK,healthy,AVPN29JP,2021-11-24T10:50:39.333Z,,2023-11-15T09:32:39.157Z,0,105,5.197020053863525,0,4.119466781616211,4,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,Y,"Deployed, Lewisham, Mains1, Quid Pro Quo, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0013,slade green (reference co-location),51.46598434448242,0.18487712740898132,,Urban Background,4.0,58.0,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0013.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,99.0,4-excellent,OK,healthy,AJ1085D4,2021-02-12T09:03:40.863Z,,2023-11-15T11:24:32.630Z,0,91,5.188930034637451,0,4.109497547149658,4,24,1,0,0,0,8.0,1.0,Measurement,,,,,2.0,1.0,Measurement,,,,1,GLA,Mains,Y,"Bexley, Deployed, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0014,ley street (reference co-location),51.56948471069336,0.08290747553110123,,Urban Background,2.0,53.0,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0014.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",900.0,charging,99.0,4-excellent,OK,healthy,AKPQ6WXH,2021-02-19T15:41:16.790Z,,2023-11-15T11:32:00.383Z,0,95,5.892930030822754,0,4.1604509353637695,4,31,1,0,0,0,0.0,1.0,Measurement,,,,,1.0,1.0,Measurement,,,,1,GLA,Solar,Y,"Deployed, Redbridge, Solar900, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0015,marylebone road - mains (reference co-location),51.52254104614258,-0.15458999574184418,,Kerbside,3.0,1.5,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0015.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",300.0,fully charged,99.0,4-excellent,OK,healthy,APW556XZ,2021-02-12T13:14:11.743Z,,2023-11-15T12:03:05.150Z,0,69,5.192790508270264,0,4.128328323364258,4,26,1,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,Y,"Deployed, Mains1, V1, Westminster",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0016,marylebone road - solar (reference co-location),51.52254104614258,-0.15458999574184418,,Kerbside,3.0,1.2000000476837158,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0016.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",900.0,fully charged,98.0,4-excellent,OK,healthy,ATK6YRXJ,2021-02-12T13:14:07.847Z,,2023-11-15T09:26:53.477Z,0,110,5.189080238342285,0,4.105066776275635,4,26,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Deployed, Solar900, V1, Westminster",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0018,blackwall tunnel approach (reference co-location),51.515045166015625,-0.0084184929728508,,Roadside,2.609999895095825,4.199999809265137,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0018.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,99.0,4-excellent,OK,healthy,A4MBTCFZ,2021-02-16T10:57:36.523Z,,2023-11-15T10:22:14.773Z,0,87,5.1929402351379395,0,4.164881706237793,4,31,1,0,0,0,29.0,1.0,Measurement,,,,,5.0,1.0,Measurement,,,,1,GLA,Mains,Y,"Deployed, Mains1, Tower Hamlets, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0019,eltham (reference co-location),51.452064514160156,-0.046845998615026474,,Urban Background,2.299999952316284,60.0,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0019.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",4800.0,discharging normally,16.0,3-good,OK,offline,ADXVP015,2022-08-15T10:05:00.000Z,,2023-09-13T04:44:02.020Z,0,0,0.0,0,3.3518435955047607,7,19,16,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,N,"Deployed, Greenwich, Mains300, Replacement, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0020,a2 falconwood (reference co-location),51.456298828125,0.08560600131750107,,Roadside,2.5999999046325684,3.5,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0020.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,99.0,4-excellent,OK,healthy,A5DN1GBC,2021-07-20T13:00:00.000Z,,2023-11-15T10:25:52.927Z,0,101,5.23274040222168,0,4.128328323364258,4,24,1,0,0,0,21.0,1.0,Measurement,,,,,5.0,1.0,Measurement,,,,1,GLA,Mains,Y,"Deployed, Greenwich, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0021,john harrison way (reference co-location),51.494651794433594,0.00920839048922062,,Roadside,2.700000047683716,23.0,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0021.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,98.0,4-excellent,OK,healthy,AFM7BS07,2021-02-16T12:13:23.410Z,,2023-11-15T11:13:06.257Z,0,102,5.216800212860107,0,4.086236476898193,4,31,1,0,0,0,20.0,1.0,Measurement,,,,,5.0,1.0,Measurement,,,,1,GLA,Mains,N,"Deployed, Greenwich, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0022,elephant & castle (reference co-location),51.49315643310547,-0.10152703523635864,,Urban Background,2.5,43.0,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0022.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,99.0,4-excellent,OK,healthy,AKHNJ65X,2021-02-17T12:06:44.483Z,,2023-11-15T11:34:52.767Z,0,92,5.197000026702881,0,4.1382975578308105,4,31,1,0,0,0,9.0,1.0,Measurement,,,,,1.0,1.0,Measurement,,,,1,GLA,Mains,Y,"Deployed, Mains1, Southwark, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0023,beddington lane north (reference co-location),51.389286041259766,-0.14166152477264404,,Roadside,2.5999999046325684,4.300000190734863,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0023.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,98.0,4-excellent,OK,healthy,AT5WBWQG,2021-02-17T16:14:53.613Z,,2023-11-15T09:26:07.673Z,0,106,5.181020259857178,0,4.06297492980957,4,28,1,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,Y,"Deployed, Mains1, Sutton, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0024,burrage grove (reference co-location),51.49053192138672,0.07400300353765488,,Urban Background,2.5,10.0,,0,https://api.breathelondon.org/assets/images/CLDP0024.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,98.0,4-excellent,OK,healthy,AYP1BBCX,2021-02-23T11:02:57.547Z,,2023-11-15T09:54:36.647Z,0,105,5.19273042678833,0,4.102851390838623,4,29,1,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,N,"Deployed, Greenwich, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0025,rainham (reference co-location),51.52078628540039,0.20546071231365204,,Roadside,2.5999999046325684,8.0,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0025.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",300.0,fully charged,99.0,4-excellent,OK,healthy,AQQ4MDXH,2023-08-01T10:00:00.000Z,,2023-11-15T12:15:34.270Z,0,103,5.204780578613281,0,4.150481700897217,4,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,Y,"Deployed, GLA, Havering, Launders Lane, Mains300, Replacement, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0026,horseferry road (reference co-location),51.49468231201172,-0.13193799555301666,,Urban Background,2.5999999046325684,16.700000762939453,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0026.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,99.0,4-excellent,OK,healthy,A6Q4BM26,2021-02-19T11:29:37.057Z,,2023-11-15T10:30:20.260Z,0,93,5.184899806976318,0,4.147158622741699,4,25,1,0,0,0,14.0,1.0,Measurement,,,,,4.0,1.0,Measurement,,,,1,GLA,Mains,Y,"Deployed, Mains1, V1, Westminster",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0027,north kensington (reference co-location),51.520477294921875,-0.21264797449111938,,Urban Background,3.299999952316284,7.199999809265137,,0,https://api.breathelondon.org/assets/images/CLDP0027.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",1.0,fully charged,99.0,4-excellent,OK,healthy,APM2HW6P,2022-06-21T09:00:00.000Z,,2023-11-15T12:05:57.957Z,0,106,5.200770378112793,0,4.175958633422852,4,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,Y,"Deployed, GLA, Kensington and Chelsea, Mains1, Replacement, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0028,brent ikea (reference co-location),51.55247497558594,-0.25808900594711304,,Roadside,3.0,5.0,Co-Location,0,https://api.breathelondon.org/assets/images/CLDP0028.jpg,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",300.0,charging,99.0,4-excellent,OK,healthy,AYJ7BKMD,2021-02-19T14:26:21.050Z,,2023-11-15T09:52:54.670Z,0,720,4.543220043182373,0,4.185927867889404,2,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"Brent, Deployed, Solar900, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0029,honor oak park - solar (reference co-location),51.452064514160156,-0.046845998615026474,,Urban Background,,,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/10868e81f2178e22e614ea52363177514cf4c1d7061338e9c42f44d4a12c4ad4,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",900.0,charging,99.0,4-excellent,OK,healthy,AFZHPFH3,2021-02-03T00:10:52.357Z,,2023-11-15T11:07:52.533Z,0,110,5.09306001663208,0,4.177066326141357,4,31,1,0,0,0,9.0,1.0,Measurement,,,,,1.0,1.0,Measurement,,,,1,GLA,Unknown,Y,"Deployed, Lewisham, Solar900, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0030,honor oak park mains(reference co-location),51.452064514160156,-0.046845998615026474,,Urban Background,5.5,80.0,Co-Location,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/be58f1ce8ce0c1b42c143e932b2d972042becf2aa215c2372413ee14cb69f73b,"This is one of around twenty Breathe London reference co-location sites.

Co-locating Nodes at reference sites helps us provide real-time correction to the rest of the Breathe London network.

You can read more about this on our Network Accuracy page.",,fully charged,98.0,4-excellent,,healthy,ARNKZ5XY,2021-04-16T12:02:11.880Z,,2023-11-15T09:19:36.530Z,0,95,5.2090301513671875,0,4.091774940490723,4,31,1,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,Y,"Deployed, Lewisham, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0031,guy's hospital,51.50324630737305,-0.0877470001578331,,Roadside,3.5,2.0,Hospital,0,https://api.breathelondon.org/assets/images/CLDP0080.jpg,"Guy's Hospital was established in 1721 by philanthropist Thomas Guy. In 1974, the hospital added the 34-storey Guy's Tower and 29-storey Guy's House which is dedicated to improving outcomes of conditions such as Alzheimer's disease, stroke, Parkinson's disease and spinal cord injury. A new cancer centre was completed in April 2016. The hospital is part of King's Health Partners an academic health sciences centre, which is pioneering health research providing high quality teaching and education.",1.0,,,,,,AN2GM079,2021-06-23T09:59:00.000Z,2021-06-23T07:30:09.010Z,,0,107,5.185180187225342,0,4.150481700897217,4,31,1,0,0,0,,,,,,,,,,,,,,0,,Mains,N,"Deployed, GLA, Mains1, Southwark, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0032,melcombe primary school,51.48638153076172,-0.22092899680137634,,Roadside,2.799999952316284,4.5,School,0,https://api.breathelondon.org/assets/images/CLDP0032.jpg,Melcombe Primary School is a two-form entry school located within the London Borough of Hammersmith & Fulham. The school was awarded a Healthy Schools silver award in 2019 by the National Healthy Schools Programme.,1.0,fully charged,99.0,4-excellent,OK,healthy,A2GY6B2R,2021-05-26T15:01:46.283Z,,2023-11-15T10:10:15.323Z,0,104,5.208950042724609,0,4.192573547363281,4,31,1,0,0,0,23.0,1.0,Measurement,,,,,6.0,1.0,Measurement,,,,1,GLA,Mains,Y,"CHILL, Deployed, GLA, Hammersmith and Fulham, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0033,william hogarth school,51.48821258544922,-0.25570499897003174,,Urban Background,2.4000000953674316,52.0,School,0,https://api.breathelondon.org/assets/images/CLDP0033.jpg,"The William Hogarth School is located just north of the A4 in Chiswick in the London Borough of Hounslow. Sitting at the heart of the local community, the school’s atmosphere and ethos reflect the rich cultural diversity that surrounds it.",300.0,charging,98.0,4-excellent,OK,healthy,A3TZV7XD,2021-06-09T09:20:15.450Z,,2023-11-15T10:13:31.373Z,0,580,4.5057902336120605,0,4.09509801864624,2,27,1,0,0,0,,,,,,,,,,,,,,1,GLA,Solar,Y,"CHILL, Deployed, GLA, Hounslow, Solar300, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0034,ark byron primary academy,51.506675720214844,-0.26277801394462585,,Urban Background,3.0,15.0,School,0,https://api.breathelondon.org/assets/images/CLDP0034.jpg,"
Ark Byron Primary Academy is located on the edge of Acton Park in the London Borough of Ealing. The Academy has six year groups, ranging from Reception to Year 5 and a total of 360 pupils. Their motto “Courage to reach for the sky” reflects the high aspirations they have for each pupil, encouraging them to aim high in everything that they do. ",1.0,fully charged,98.0,4-excellent,OK,healthy,AJVF4X57,2022-01-07T12:00:00.000Z,,2023-11-15T11:29:00.710Z,0,79,5.169060230255127,0,4.0995283126831055,4,31,1,0,0,0,20.0,1.0,Measurement,,,,,2.0,1.0,Measurement,,,,1,GLA,Mains,Y,"CHILL, Deployed, Ealing, GLA, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0035,christopher hatton primary school,51.52254104614258,-0.1120700016617775,,Urban Background,2.4000000953674316,9.0,School,0,https://api.breathelondon.org/assets/images/CLDP0035.jpg,"Christopher Hatton is a happy, ambitious and inclusive school reflecting the rich diversity of families in its area. Its curriculum emphasises the environment and the Rights of the Child,",1.0,fully charged,99.0,4-excellent,OK,healthy,A8XTXZFW,2021-05-28T09:25:23.263Z,,2023-11-15T10:40:12.873Z,0,109,5.201040267944336,0,4.137189865112305,4,31,1,0,0,0,36.0,1.0,Measurement,,,,,7.0,1.0,Measurement,,,,1,GLA,Mains,Y,"CHILL, Camden, Deployed, GLA, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
CLDP0036,st annes rc primary school,51.485633850097656,-0.11915700137615204,,Urban Background,2.9000000953674316,14.600000381469727,School,0,https://api.breathelondon.org/assets/images/CLDP0036.jpg,"St Anne's R.C. lies at the centre of a vibrant local community in Vauxhall, south London. Around thirty languages are represented by it's 400 pupils. The school has close links to local parishes and communities and the teachings of the Catholic Church underpin everything the school does.",16.0,discharging normally,16.0,4-excellent,OK,offline,A8YJ320G,2021-05-26T10:29:55.130Z,,2023-11-14T10:04:54.383Z,0,0,0.0,0,3.3529512882232666,7,31,16,0,0,0,,,,,,,,,,,,,,1,GLA,Mains,Y,"CHILL, Deployed, GLA, Lambeth, Mains1, V1",Mayor of London,Mayor of London,Nov 15 2023 11:00AM
